Kalimat Asli,Kalimat Dinormalisasi,Level Kata Kasar,Disamarkan
"Mau tanya serius ini sm presiden jokowi======= knp yg ada cm islam nusantara,knp tdk ada kristen nusantara,budha,hindu bahkan kong huchu nusantara???'",mau tanya serius ini sama presiden jokowi kenapa yang ada cuma islam nusantara kenapa tidak ada kristen nusantara buddha hindu bahkan kong hucu nusantara,0,0
KORSA: Pernyataan Moeldoko Bukti Istana Takut dengan Kebangkitan Umat Islam,sama nyata moeldoko bukti istana takut dengan bangkit umat islam,0,0
cowo yang jago drasex mana? sini ngentot sama adek - luvian',cowok yang jago drasex mana sini ngentot sama adik luvian,1,0
"USER kroasia itu kapir tauuu,ngapain blajar sm kapir...udh lupa sm kapling sorga??'",guna kroasia itu kafir tau apa ajar sama kafir sudah lupa sama kapling sorga,2,1
USER USER loh bukan nya mentri suharto ada yg homo?',guna guna lah bukan nya menteri soeharto ada yang homo,1,0
Gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik / buruk :)',gue tau lah bukan yang dulu yang masih culun dan takut semua orang pasti akan ubah perlahanz entah itu baik buruk,0,1
Pada perang salib dulu itu kerajaan di Afrika terbagi dua yakni Babilonia pemeluk kristen dan Tobaco pemeluk islam',pada perang salib dulu itu raja di afrika bagi dua yakni babilonia peluk kristen dan tobaco peluk islam,0,0
"Kejar setorang memang cukup bangsad, mana rupiah turun \xf0\x9f\x98\xa5'",kejar setor memang cukup bangsat mana rupiah turun xfo xgf xgb xas,1,1
"Moga ini ada tindak lanjutnya!; ; Pelaporan terhadap ?penista agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Bareskrim Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB.; #Perhaps USER;",moga ini ada tindak lanjutnyai lapor hadap nista agama adek armando akan laku langsung oleh ketua umum front bela islam kh shobri lubis ke badan reserse kriminal markas besar polisi republik indonesia gambir jakarta pusat pada selasa io a pukul ie oh waktu indonesia bagi barat perhaps guna,1,1
USER USER USER USER USER USER USER USER Bangke.. hajar!!!!',guna guna guna guna guna guna guna guna bangkai hajariiii,3,1
USER USER USER .\nOnta mati klo kebanyakan Minum',guna guna guna onta mati kalau banyak minum,2,1
URL Ahok tng mrka trus was-was hdpnya USER USER USER USER USER USER USER,uniform resource locator ahok tng mereka terus waswas hidup guna guna guna guna guna guna guna,1,0
Itu baru di Sul Teng.. !!!; Ini ekses akibat tersandera hutang china !!!; #2019GantiPresiden; #2019PresidenBaru ; #2019TetapJokowiGanti,itu baru di sul teng iii ini ekses akibat sandera hutang cina iii zoiggantipresiden zoigpresidenbaru zoigtetapjokowiganti,1,1
"6. Pride (Yunani; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania) keangkuhan/harga diri/kesombongan\ndikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'",tidak pride yunani xei xbd xgg xcf xbo xce xbs xcf xbi xce xbt xcf xbg xce xbi xce xbd xce xaf xce xbi hyper xca xgephania angkuh harga diri sombong kenal juga dengan sebut hubris vanity harga diri yang tinggi dapat ubah manusia sombong sombong buat manusia kutuk mata tuhandan dapat buat manusia cinta diri sendiri,0,1
"Aku bertanya tujuan pada hati\nLogikaku yg menjawab \nTapi hati tak tenang\nAku bertanya pada logika \nHatiku sedih \nKu cari jawaban dalam wasiat yg Beliau tinggalkan. \nDan aku mulai menjadi terasing dan asing di mata manusia. \nTak apa duhai diri, ada",aku tanya tuju pada hati logika yang jawab tapi hati tak tenang aku tanya pada logika hati sedih ku cari jawab dalam wasiat yang beliau tinggal dan aku mulai jadi asing dan asing di mata manusia tak apa duhai diri ada,0,1
USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,guna tak hanya kurang taji nya komisi berantas korupsi era ini tapi era ini juga komitmen dalam berantas korupsi tidak surat pemberitahuan tahun di era pak susilo bambang yudhoyono,2,1
RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol',rt guna admin tolol di partai tolol partai tolol untuk orang tolol,2,0
"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL",rt guna ayu ting ting goyang hot dekat raffi ahmad nagita slavina kampung norak uniform resource locator,1,0
Video ttg TKA dibuat oleh Malaysia tapi mengutip pernyataan saya di USER,video tentang tenaga kerja asing buat oleh malaysia tapi kutip nyata saya di guna,0,0
PPP: Jangan Buru-buru Tolak Wacana Pilkada LewatÂ DPRD,ppp jangan buruburu tolak wacana pilih kepala daerah lewat dewan wakil rakyat daerah,0,0
"Random pagi2 ada Bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya""\nIngin ku jawab pake air wudhu tapi ku Kristen.'",random pagiz ada bapakz samper ke meja kerja terus tanya pakai bedak apa sih biar muka bersih istri saya butek soal ingin ku jawab pakai air wudhu tapi ku kristen,0,1
USER USER KO GUA KAMPRET',guna guna kok gue kampret,1,0
Memek lonte pengen disodok kontol gede',memek lonte ingin sodok kontol gede,1,0
Jokowi aja yg mundur. USER tutup. URL,jokowi saja yang mundur guna tutup uniform resource locator,1,1
"USER Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'",guna bicara apa itumulut kok seperti banci beli kaca dulu lihat diri bro,1,1
USER Ada amin rasis.\nAda amat dani\nAda ratna si paiiit.\nAda si onta.\nAda si lobang anus.\nJdi jngan takut wo wo..\nKehabisan obat penenang yh.',guna ada amin racist nada amat dan nada ratna sih paiiit nada sih onta nada sih lobang anus jadi jangan takut oi oi habis obat tenang ya,1,1
USER Tunggu komando IMAM BEJAT CABUL USER . TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawa ULAMA...\nDASAR Banj SEMPAK',guna tunggu komando imam bejat cabul guna tai bir xfo xgf xbd xba dan napez bawa ulama dasar banj sempak,1,1
Kabinet berantakan \nPemecah belah persatuan hanya ad di rezim ini',kabinet beranta pecah belah satu hanya ada di rezim ini,2,0
"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!! USER ckakakakak'",dihi aku lebih pintar dari orang politik kaca dulu oi tampang kamu saja k xce xagk orang begoiii guna wkwk,1,1
"#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan'",partai demokrasi indonesia juang menang dengan tekan usaha tambang dengan target proyek yang impossible lalu lelang murah pada antek cina ntb contoh kasus partai demokrasi indonesia juang mau menang dasar bajing,2,1
USER USER ga caya sama mulut buaya mu bwang',guna guna tidak percaya sama mulut buaya mu bawang,1,0
"2019, jika SBY + PRABOWO menyatu melawan MEGA + JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yg Incumbent dikalahkan mutlak oleh SBY. ; ; Tp jk JKW+MEGA+SBY melawan PRABOWO, mk Pilpres selesai sudah. ; ; Jk 3 Poros di Pilpres, mk salah satu Lawan",zoig jika susilo bambang yudhoyono prabowo satu lawan mega jokowi maka peristiwa zooa akan ulang mana partai demokrasi indonesia juang yang incumbent kalah mutlak oleh susilo bambang yudhoyono tetapi jika jokowi mega susilo bambang yudhoyono lawan prabowo mk pilih presiden selesai sudah jika e poros di pilih presiden mk salah satu lawan,0,1
RT USER USER Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,rt guna guna jangan kayak banci kaleng kamu gatot sering buat gaduh gentleman lah mundur siap saing di pilih presiden zoig lawan jokowi,1,1
bebal...,bebal,0,1
"5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat &amp; Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)'",si yang akhir karena indonesia negara dengan populasi muslim besar di dunia yang mana islam saat ini rupa musuh barat amp komunis karena dapat hambat agenda dan penting mereka obviously,0,1
USER USER umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',guna guna umuh begitu persib persib kunyukiiii dan xfo xgf xgb xbz xfo xgf xgb xbz xfo xgf xgb xbz,2,1
USER USER Buat film muslim pilih ahok mati nggak di sholatin......; dijamin laris ......,guna guna buat film muslim pilih ahok mati enggak di salat jamin laris,1,1
"tapi banu banu Yahudi itu tentu beda dgn banu banu Kristen Syriac. salah satu perbedaan ad banu Yahudi tetep pake ""eloah/ elohim/ yahwe/"" sedangkan Syriac sudah pake ""alah/ allah""'",tapi banu banu yahudi itu tentu beda dengan banu banu kristen suriah salah satu beda ada banu yahudi tetap pakai eloah elohim yahwe sedang suriah sudah pakai alah allah,0,1
USER Eh kenapa muka merah2 tu? Tak dpt cendol ke? Bukan la setan cuaca skrg ni panas.',guna eh kenapa muka merahz itu tak dapat cendol ke bukan lah setan cuaca sekarang nih panas,1,1
Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,berita saracen diframing katak akan tim prabowo dan aniessandi benar itu media tumpah sakit hati katak dan cebong ehe,2,1
"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",giat bhayangkara bina aman dan tertib masyarakat brigadir polisi manajemen bas sekolah sihombing pada hari ini rabu ih april zoib laksana sambang desa dan tatap muka sekaligus pantau aman dan tertib masyarakat tuju pilih kepala daerah zoib di desa lobusiregar i tepat di rumah rudi panjaitan helm siahaan dan hotman siahaan,0,1
Syg bgt ya ngeliat perempuan kyk gini... Gak ada status apa2 tp udah nemplok sm laki-laki sana sini. Haduh....\nNagita Slavina Blak-blakan Sebut Ayu Ting Ting Kampungan \xe2\x80\x93 VIVA URL,sayang banget ya lihat perempuan kayak begini tidak ada status apaz tetapi sudah tempel sama lakilaki sana sini aduh nagita slavina blakblakan sebut ayu ting ting kampung xez xbo xge viva uniform resource locator,1,1
USER Jgn lupa juga kang.... Umat katolik dan minorutas lainnya diperhatika. Gubernur untuk semua golongan bukan satu golongan.',guna jangan lupa juga kang umat katolik dan minoritas lain perhati gubernur untuk semua golong bukan satu golong,0,1
USER USER USER USER Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel\nSitu maksa ane jadi cebong?',guna guna guna guna kan saya bukan cebong sudah bilang dari kemarin masih eyel situ paksa saya jadi cebong,1,0
"USER Kelemahan gerindra itu ada di orang ini,...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO'",guna lemah gerindra itu ada di orang ini prabowo turun elektabilitasnya karena congor fadli zon surat pemberitahuan tahun durno,1,1
"Selamat Hari Kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini ð?¤?",selamat hari kartini tiap kali selalu raya lalu apa makna kali ini,0,0
"Foto memang bisu ,tpi memiliki banyak arti yg sush diartikan,sma seperti kamu susah diartikan,mau putus atau lanjut ?'",foto memang bisu tetapi milik banyak arti yang susah arti sama seperti kamu susah arti mau putus atau lanjut,0,0
USER wakakakaka aku sudah mengalaminya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 tetiba muncul grub wa a.n Bani Abd Hadi a.k.a mbahku dan seketika aku mek kenal beberapa orang saja \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\,guna wkwk aku sudah alam xfo xgf xgb xbz xfo xgf xgb xbz xfo xgf xgb xbz xfo xgf xgb xbz tiba muncul grub wa an bani abdi had aka mbah dan ketika aku mek kenal beberapa orang saja xfo xgf xaa xae xfo xgf xaa xae xfo xgf xaa,0,1
"abam pres badar n nuqaba pling boekkkð???, dia ni hebat dlm bidang agama, x tkut nk tgur member sndiri, n selalu wat lawak hambar (yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu)ð???,",ayah pres badar dan nuqaba paling boekkk dia nih hebat dalam bidang agama x takut natural killer tegur member sendiri dan selalu buat lawak hambar yang paling aku ingat sampai sekarang lawak dia kalau orang cukup jom gerak sekarang dia akan gera badan dia yang chubby itu,0,0
â??Seorang anak Pekan telah mengilhamkan Dasar Ekonomi Baru (DEB) dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. Beliau adalah Allahyarham Tun Abdul Razakâ?? - DS USER #MalaysiaMemilih #HogohUndi,orang anak pekan telah ilham dasar ekonomi baru deb dan jadi gerak utama kepada maju ekonomi luar bandar beliau adalah allah ya rahman tun abdul razak ds guna malaysia pilih hogohundi,0,1
"USER USER Hahaha sialaaan nih si USER,; ; ternyata klo lg laper, ; presiden juga mau disikat sama doið???ð??½; ;",guna guna haha sialaaan nih sih guna nyata kalau lagi lapar presiden juga mau sikat sama dia,0,0
"USER USER USER mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit,, kacaoooooo!!'",guna guna guna mau nasihat kali supaya tidak ugalzan nih rezim eh tapi ini negeri sudah keburu hancur nah sekarang saja ekonomi moral meni kacaooooooii,1,1
"USER aelaah silit kebeler,. ngapa dikasianin,., org makin sayang saya pak,.,\nsetelah kasus sosmed gw baru sadar bbrapa hal di seitansai kemarin.,.\ntar gw ceritain,., duuuhhh,. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85'",guna alah silit kebelet kenapa kasihan orang makin sayang saya pak telah kasus media sosial gue baru sadar beberapa hal di satu instansi kemarin nanti gue cerita duuuhhh xfo xgf xaa xae xfo xgf xaa xae xfo xgf xgb xbs,1,1
"USER iya, tdi cacad'",guna iya tadi cacat,0,0
"USER tahun 2019 Rakyat makan ASPAL dan BETON; ini adalah solusi jitu mengurangi kemiskinan; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #",guna tahun zoig rakyat makan aspal dan beton ini adalah solusi jitu kurang miskin ahli cebong hanya i tukang tipu iii cebong adalah begitu goblok enggak ketulungan plonga plongo akibat optimisme lebih zoiggantipresiden,2,1
"USER Aku pernah sempat baca ttg Harun Yahya ini yg 'membelot' ke kubu Yahudi dgn Freemasonry nya...kdg suka ga percaya...""",guna aku pernah sempat baca tentang harun yahya ini yang belot ke kubu yahudi dengan freemason nya kadang suka tidak percaya,0,1
Kita Maju Bersama Ulama ; Kita Bergerak Bersama Semua Tokoh Agama untuk Indonesia; #NderekGusMus,kita maju sama ulama kita gerak sama semua tokoh agama untuk indonesia ikut gus mus,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna,0,0
"#MukidiKepedean ; Pertanyaan mudah ya..; Dijawab yg keras , tapi Saya minta dijawab yg keras , siapa nama Saya ?",mukidi terlalu percaya diri tanya mudah ya jawab yang keras tapi saya minta jawab yang keras siapa nama saya,0,1
USER Kemarin di hujat sekarang mengharap dasar para bani kamprey',guna kemarin di hujat sekarang harap dasar para bani kampret,2,0
"USER Penjelasan sy bukan FITNAH, silahkan DIBANTAH USER Apollinaris Darmawan Sebut Al-Quran Kitab Sampah",guna jelas saya bukan fitnah sila ban guna apollinaris darmawan sebut alquran kitab sampah,2,0
"Monyet aja koloe dbilang saudra sma elo pasti ogah, hdupmu kok gini amat ya.. Toe Hati apa comberan? USER'",monyet saja koloe bilang saudara sama kamu pasti ogah hidup kok begini amat ya itu hati apa comberan guna,1,1
Body Lufra/ scrub dg bhn dasar lidah buaya utk mlembabkn kulit &amp; lbh bcahaya info: 087812026394 #BMI',body lufra scrub dengan bahan dasar lidah buaya untuk melembabkan kulit amp lebih cahaya info obtbizozgega body mass index,0,1
USER Tak punya cacat di masa lalu krn blum bermasa lalu',guna tak punya cacat di masa lalu karena belum masa lalu,0,0
USER USER jangan2 penganut bumi datar juga? \xf0\x9f\x98\x9d\nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka.',guna guna janganz anut bumi datar juga xfo xgf xgb xgd soal teori bumi bulat kan dari orang asing yang notabene musuh mereka,0,1
"Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan #2019GantiPresiden, PKS MERADANG; ; Bukti pemerintah panik dan takut?; ;",becak warga binjai hendak sita karena guna tenda tulis zoiggantipresiden partai adil sejahtera radang bukti perintah panik dan takut,2,1
lebih baik jokowi mundur..,lebih baik jokowi mundur,1,1
Munas Alim Ulama PPP di semarang. menghasilkan lima rekomendasi syarat dan kriteria-kriteria bagi Calon Wakil Presiden yang akan mendampingi Bpk Jokowi di 2019 mendatang. #Romahurmuziy,musyawarah nasional alim ulama ppp di semarang hasil lima rekomendasi syarat dan kriteriakriteria bagi calon wakil presiden yang akan damping bapak jokowi di zoig datang romahurmuziy,0,1
USER Luar biasa pencerahan nya.. Saya merasa gagal sebagai anak ekonomi.. Wkwk,guna luar biasa cerah nya saya rasa gagal bagai anak ekonomi wkwk,0,1
"USER USER USER USER Kafan berasal dari budaya yahudi, kenapa umat Islam mengklaim ?'",guna guna guna guna kafan asal dari budaya yahudi kenapa umat islam klaim,0,0
Oleh rezim skrg atas kendali Negara Cina Komunis yg mjd patron tunggal rezim anti islam ( Jokowi ),oleh rezim sekarang atas kendali negara cina komunis yang jadi patron tunggal rezim anti islam jokowi,2,0
